revid	title	toclevel	index	indexInverse	bytes	date	titlesNumber	main category	second category	anchor
502587895	Medical use	1	1	26	5517	16/07/12 08:27	27	uses	positive	Medical_use
502587895	Overdose	2	6	21	5544	16/07/12 08:27	27	effects	negative	Overdose
502587895	Chronic use	2	7	20	5079	16/07/12 08:27	27	effects	negative	Chronic_use
502587895	Harm assessment	2	12	15	3619	16/07/12 08:27	27	safety	negative	Harm_assessment
502587895	Short-term health concerns	2	8	19	1406	16/07/12 08:27	27	safety	negative	Short-term_health_concerns
502587895	Long-term effects on serotonin and dopamine	2	9	18	8265	16/07/12 08:27	27	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
502587895	Adverse effects	1	4	23	3096	16/07/12 08:27	27	effects	negative	Adverse_effects
502587895	After-effects	2	5	22	3244	16/07/12 08:27	27	effects	neutral	After-effects
538462303	Subjective effects	2	2	26	1649	15/02/13 20:42	28	effects	neutral	Subjective_effects
538462303	Overdose	2	5	23	6244	15/02/13 20:42	28	effects	negative	Overdose
538462303	Chronic use	2	6	22	5129	15/02/13 20:42	28	effects	negative	Chronic_use
538462303	Harm assessment	2	10	18	3598	15/02/13 20:42	28	safety	negative	Harm_assessment
538462303	Short-term health concerns	2	7	21	1515	15/02/13 20:42	28	safety	negative	Short-term_health_concerns
538462303	Long-term effects on serotonin and dopamine	2	8	20	8270	15/02/13 20:42	28	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
538462303	Adverse effects	1	3	25	2660	15/02/13 20:42	28	effects	negative	Adverse_effects
538462303	After-effects	2	4	24	2795	15/02/13 20:42	28	effects	neutral	After-effects
538462356	Subjective effects	2	3	26	1649	15/02/13 20:42	29	effects	neutral	Subjective_effects
538462356	Medical use	1	1	28	3684	15/02/13 20:42	29	uses	positive	Medical_use
538462356	Overdose	2	6	23	6244	15/02/13 20:42	29	effects	negative	Overdose
538462356	Chronic use	2	7	22	5129	15/02/13 20:42	29	effects	negative	Chronic_use
538462356	Harm assessment	2	11	18	3598	15/02/13 20:42	29	safety	negative	Harm_assessment
538462356	Short-term health concerns	2	8	21	1515	15/02/13 20:42	29	safety	negative	Short-term_health_concerns
538462356	Long-term effects on serotonin and dopamine	2	9	20	8270	15/02/13 20:42	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
538462356	Adverse effects	1	4	25	2660	15/02/13 20:42	29	effects	negative	Adverse_effects
538462356	After-effects	2	5	24	2795	15/02/13 20:42	29	effects	neutral	After-effects
540109709	Subjective effects	2	2	26	1649	24/02/13 18:19	28	effects	neutral	Subjective_effects
540109709	Overdose	2	5	23	6244	24/02/13 18:19	28	effects	negative	Overdose
540109709	Chronic use	2	6	22	5129	24/02/13 18:19	28	effects	negative	Chronic_use
540109709	Harm assessment	2	10	18	3598	24/02/13 18:19	28	safety	negative	Harm_assessment
540109709	Short-term health concerns	2	7	21	1433	24/02/13 18:19	28	safety	negative	Short-term_health_concerns
540109709	Long-term effects on serotonin and dopamine	2	8	20	8270	24/02/13 18:19	28	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
540109709	Adverse effects	1	3	25	2660	24/02/13 18:19	28	effects	negative	Adverse_effects
540109709	After-effects	2	4	24	2795	24/02/13 18:19	28	effects	neutral	After-effects
540115639	Subjective effects	2	3	26	1649	24/02/13 18:55	29	effects	neutral	Subjective_effects
540115639	Medical use	1	1	28	3684	24/02/13 18:55	29	uses	positive	Medical_use
540115639	Overdose	2	6	23	6244	24/02/13 18:55	29	effects	negative	Overdose
540115639	Chronic use	2	7	22	5129	24/02/13 18:55	29	effects	negative	Chronic_use
540115639	Harm assessment	2	11	18	3598	24/02/13 18:55	29	safety	negative	Harm_assessment
540115639	Short-term health concerns	2	8	21	1433	24/02/13 18:55	29	safety	negative	Short-term_health_concerns
540115639	Long-term effects on serotonin and dopamine	2	9	20	8270	24/02/13 18:55	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
540115639	Adverse effects	1	4	25	2660	24/02/13 18:55	29	effects	negative	Adverse_effects
540115639	After-effects	2	5	24	2795	24/02/13 18:55	29	effects	neutral	After-effects
554777995	Subjective effects	2	3	26	1641	12/05/13 20:05	29	effects	neutral	Subjective_effects
554777995	Medical use	1	1	28	3703	12/05/13 20:05	29	uses	positive	Medical_use
554777995	Overdose	2	6	23	6209	12/05/13 20:05	29	effects	negative	Overdose
554777995	Chronic use	2	7	22	5138	12/05/13 20:05	29	effects	negative	Chronic_use
554777995	Harm assessment	2	11	18	3547	12/05/13 20:05	29	safety	negative	Harm_assessment
554777995	Short-term health concerns	2	8	21	1412	12/05/13 20:05	29	safety	negative	Short-term_health_concerns
554777995	Long-term effects on serotonin and dopamine	2	9	20	8248	12/05/13 20:05	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
554777995	Adverse effects	1	4	25	2654	12/05/13 20:05	29	effects	negative	Adverse_effects
559678336	Subjective effects	2	2	27	1653	13/06/13 05:51	29	effects	neutral	Subjective_effects
559678336	Overdose	2	5	24	6209	13/06/13 05:51	29	effects	negative	Overdose
559678336	Chronic use	2	6	23	5138	13/06/13 05:51	29	effects	negative	Chronic_use
559678336	Harm assessment	2	10	19	3555	13/06/13 05:51	29	safety	negative	Harm_assessment
559678336	Short-term health concerns	2	7	22	1439	13/06/13 05:51	29	safety	negative	Short-term_health_concerns
559678336	Long-term effects on serotonin and dopamine	2	8	21	8248	13/06/13 05:51	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
559678336	Adverse effects	1	3	26	2654	13/06/13 05:51	29	effects	negative	Adverse_effects
559678352	Subjective effects	2	3	27	1653	13/06/13 05:52	30	effects	neutral	Subjective_effects
559678352	Medical use	1	1	29	3703	13/06/13 05:52	30	uses	positive	Medical_use
559678352	Overdose	2	6	24	6209	13/06/13 05:52	30	effects	negative	Overdose
559678352	Chronic use	2	7	23	5138	13/06/13 05:52	30	effects	negative	Chronic_use
559678352	Harm assessment	2	11	19	3555	13/06/13 05:52	30	safety	negative	Harm_assessment
559678352	Short-term health concerns	2	8	22	1439	13/06/13 05:52	30	safety	negative	Short-term_health_concerns
559678352	Long-term effects on serotonin and dopamine	2	9	21	8248	13/06/13 05:52	30	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
559678352	Adverse effects	1	4	26	2654	13/06/13 05:52	30	effects	negative	Adverse_effects
582233121	Subjective effects	2	2	27	1653	18/11/13 17:35	29	effects	neutral	Subjective_effects
582233121	Overdose	2	5	24	6145	18/11/13 17:35	29	effects	negative	Overdose
582233121	Chronic use	2	6	23	4787	18/11/13 17:35	29	effects	negative	Chronic_use
582233121	Harm assessment	2	10	19	3531	18/11/13 17:35	29	safety	negative	Harm_assessment
582233121	Short-term health concerns	2	7	22	1439	18/11/13 17:35	29	safety	negative	Short-term_health_concerns
582233121	Long-term effects on serotonin and dopamine	2	8	21	8250	18/11/13 17:35	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
582233121	Adverse effects	1	3	26	3485	18/11/13 17:35	29	effects	negative	Adverse_effects
582234183	Subjective effects	2	3	27	1653	18/11/13 17:44	30	effects	neutral	Subjective_effects
582234183	Medical use	1	1	29	3806	18/11/13 17:44	30	uses	positive	Medical_use
582234183	Overdose	2	6	24	6145	18/11/13 17:44	30	effects	negative	Overdose
582234183	Chronic use	2	7	23	4787	18/11/13 17:44	30	effects	negative	Chronic_use
582234183	Harm assessment	2	11	19	3531	18/11/13 17:44	30	safety	negative	Harm_assessment
582234183	Short-term health concerns	2	8	22	1439	18/11/13 17:44	30	safety	negative	Short-term_health_concerns
582234183	Long-term effects on serotonin and dopamine	2	9	21	8250	18/11/13 17:44	30	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
582234183	Adverse effects	1	4	26	3485	18/11/13 17:44	30	effects	negative	Adverse_effects
586546000	Subjective effects	2	3	28	1653	17/12/13 20:57	31	effects	neutral	Subjective_effects
586546000	Medical use	1	1	30	3806	17/12/13 20:57	31	uses	positive	Medical_use
586546000	Overdose	2	6	25	6145	17/12/13 20:57	31	effects	negative	Overdose
586546000	Chronic use	2	7	24	4787	17/12/13 20:57	31	effects	negative	Chronic_use
586546000	Harm assessment	2	11	20	3531	17/12/13 20:57	31	safety	negative	Harm_assessment
586546000	Short-term health concerns	2	8	23	1439	17/12/13 20:57	31	safety	negative	Short-term_health_concerns
586546000	Long-term effects on serotonin and dopamine	2	9	22	8250	17/12/13 20:57	31	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
586546000	Adverse effects	1	4	27	3485	17/12/13 20:57	31	effects	negative	Adverse_effects
586546000	Medical Use	1	26	5	735	17/12/13 20:57	31	uses	positive	Medical_Use_2
586563263	Subjective effects	2	3	27	1653	17/12/13 23:13	30	effects	neutral	Subjective_effects
586563263	Medical use	1	1	29	3806	17/12/13 23:13	30	uses	positive	Medical_use
586563263	Overdose	2	6	24	6145	17/12/13 23:13	30	effects	negative	Overdose
586563263	Chronic use	2	7	23	4787	17/12/13 23:13	30	effects	negative	Chronic_use
586563263	Harm assessment	2	11	19	3531	17/12/13 23:13	30	safety	negative	Harm_assessment
586563263	Short-term health concerns	2	8	22	1439	17/12/13 23:13	30	safety	negative	Short-term_health_concerns
586563263	Long-term effects on serotonin and dopamine	2	9	21	8250	17/12/13 23:13	30	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
586563263	Adverse effects	1	4	26	3485	17/12/13 23:13	30	effects	negative	Adverse_effects
587668392	Subjective effects	2	3	28	1653	25/12/13 21:27	31	effects	neutral	Subjective_effects
587668392	Medical use	1	1	30	4933	25/12/13 21:27	31	uses	positive	Medical_use
587668392	Overdose	2	6	25	6145	25/12/13 21:27	31	effects	negative	Overdose
587668392	Chronic use	2	7	24	4787	25/12/13 21:27	31	effects	negative	Chronic_use
587668392	Harm assessment	2	11	20	3531	25/12/13 21:27	31	safety	negative	Harm_assessment
587668392	Short-term health concerns	2	8	23	1439	25/12/13 21:27	31	safety	negative	Short-term_health_concerns
587668392	Long-term effects on serotonin and dopamine	2	9	22	8250	25/12/13 21:27	31	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
587668392	Adverse effects	1	4	27	3485	25/12/13 21:27	31	effects	negative	Adverse_effects
587668392	Hormonal and in pregnancy	2	14	17	958	25/12/13 21:27	31	effects	negative	Hormonal_and_in_pregnancy
592440401	Subjective effects	2	3	28	1660	26/01/14 06:42	31	effects	neutral	Subjective_effects
592440401	Medical use	1	1	30	4928	26/01/14 06:42	31	uses	positive	Medical_use
592440401	Overdose	2	6	25	6497	26/01/14 06:42	31	effects	negative	Overdose
592440401	Harm assessment	2	10	21	3520	26/01/14 06:42	31	safety	negative	Harm_assessment
592440401	Short-term health concerns	2	7	24	1439	26/01/14 06:42	31	safety	negative	Short-term_health_concerns
592440401	Long-term effects on serotonin and dopamine	2	8	23	8250	26/01/14 06:42	31	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
592440401	Adverse effects	1	4	27	3468	26/01/14 06:42	31	effects	negative	Adverse_effects
592440401	Hormonal and in pregnancy	2	13	18	981	26/01/14 06:42	31	effects	negative	Hormonal_and_in_pregnancy
592440431	Subjective effects	2	3	29	1660	26/01/14 06:42	32	effects	neutral	Subjective_effects
592440431	Medical use	1	1	31	4928	26/01/14 06:42	32	uses	positive	Medical_use
592440431	Overdose	2	6	26	6145	26/01/14 06:42	32	effects	negative	Overdose
592440431	Chronic use	2	7	25	4787	26/01/14 06:42	32	effects	negative	Chronic_use
592440431	Harm assessment	2	11	21	3520	26/01/14 06:42	32	safety	negative	Harm_assessment
592440431	Short-term health concerns	2	8	24	1439	26/01/14 06:42	32	safety	negative	Short-term_health_concerns
592440431	Long-term effects on serotonin and dopamine	2	9	23	8250	26/01/14 06:42	32	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
592440431	Adverse effects	1	4	28	3468	26/01/14 06:42	32	effects	negative	Adverse_effects
592440431	Hormonal and in pregnancy	2	14	18	981	26/01/14 06:42	32	effects	negative	Hormonal_and_in_pregnancy
598243747	Subjective effects	2	3	29	1660	05/03/14 11:42	32	effects	neutral	Subjective_effects
598243747	Medical use	1	1	31	4928	05/03/14 11:42	32	uses	positive	Medical_use
598243747	Overdose	2	6	26	6145	05/03/14 11:42	32	effects	negative	Overdose
598243747	Chronic use	2	7	25	4828	05/03/14 11:42	32	effects	negative	Chronic_use
598243747	Harm assessment	2	11	21	3520	05/03/14 11:42	32	safety	negative	Harm_assessment
598243747	Short-term health concerns	2	8	24	1517	05/03/14 11:42	32	safety	negative	Short-term_health_concerns
598243747	Long-term effects on serotonin and dopamine	2	9	23	8250	05/03/14 11:42	32	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
598243747	Adverse effects	1	4	28	4530	05/03/14 11:42	32	effects	negative	Adverse_effects
598243747	After-effects	2	5	27	2797	05/03/14 11:42	32	effects	neutral	After-effects
598243747	Hormonal and in pregnancy	2	14	18	1037	05/03/14 11:42	32	effects	negative	Hormonal_and_in_pregnancy
604577739	Subjective effects	2	3	29	1777	17/04/14 10:40	32	effects	neutral	Subjective_effects
604577739	Medical use	1	1	31	5617	17/04/14 10:40	32	uses	positive	Medical_use
604577739	Overdose	2	7	25	6423	17/04/14 10:40	32	effects	negative	Overdose
604577739	Chronic use	2	8	24	4459	17/04/14 10:40	32	effects	negative	Chronic_use
604577739	Harm assessment	2	12	20	3520	17/04/14 10:40	32	safety	negative	Harm_assessment
604577739	Short-term health concerns	2	9	23	1533	17/04/14 10:40	32	safety	negative	Short-term_health_concerns
604577739	Long-term effects on serotonin and dopamine	2	10	22	8250	17/04/14 10:40	32	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
604577739	Adverse effects	1	4	28	4527	17/04/14 10:40	32	effects	negative	Adverse_effects
604577739	After-effects	2	6	26	2797	17/04/14 10:40	32	effects	neutral	After-effects
604577739	Hormonal and in pregnancy	2	15	17	1037	17/04/14 10:40	32	effects	negative	Hormonal_and_in_pregnancy
604577739	Positive effects	1	5	27	77	17/04/14 10:40	32	effects	positive	Positive_effects
604577757	Subjective effects	2	3	28	1777	17/04/14 10:40	31	effects	neutral	Subjective_effects
604577757	Medical use	1	1	30	5617	17/04/14 10:40	31	uses	positive	Medical_use
604577757	Overdose	2	6	25	6423	17/04/14 10:40	31	effects	negative	Overdose
604577757	Chronic use	2	7	24	4459	17/04/14 10:40	31	effects	negative	Chronic_use
604577757	Harm assessment	2	11	20	3520	17/04/14 10:40	31	safety	negative	Harm_assessment
604577757	Short-term health concerns	2	8	23	1533	17/04/14 10:40	31	safety	negative	Short-term_health_concerns
604577757	Long-term effects on serotonin and dopamine	2	9	22	8250	17/04/14 10:40	31	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
604577757	Adverse effects	1	4	27	4527	17/04/14 10:40	31	effects	negative	Adverse_effects
604577757	After-effects	2	5	26	2797	17/04/14 10:40	31	effects	neutral	After-effects
604577757	Hormonal and in pregnancy	2	14	17	1037	17/04/14 10:40	31	effects	negative	Hormonal_and_in_pregnancy
622297413	Subjective effects	2	4	29	1822	22/08/14 05:49	33	effects	neutral	Subjective_effects
622297413	Medical use	1	1	32	353	22/08/14 05:49	33	uses	positive	Medical_use
622297413	Overdose	2	7	26	6872	22/08/14 05:49	33	effects	negative	Overdose
622297413	Harm assessment	2	12	21	3552	22/08/14 05:49	33	safety	negative	Harm_assessment
622297413	Short-term health concerns	2	9	24	1660	22/08/14 05:49	33	safety	negative	Short-term_health_concerns
622297413	Long-term effects on serotonin and dopamine	2	10	23	9041	22/08/14 05:49	33	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
622297413	Adverse effects	1	5	28	5295	22/08/14 05:49	33	effects	negative	Adverse_effects
622297413	After-effects	2	6	27	2797	22/08/14 05:49	33	effects	neutral	After-effects
622297413	Hormonal and in pregnancy	2	14	19	1026	22/08/14 05:49	33	effects	negative	Hormonal_and_in_pregnancy
622297413	Chronic use and addiction	2	8	25	3253	22/08/14 05:49	33	effects	negative	Chronic_use_and_addiction
629714590	Subjective effects	3	5	29	1831	15/10/14 14:16	34	effects	neutral	Subjective_effects
629714590	Overdose	1	9	25	6646	15/10/14 14:16	34	effects	negative	Overdose
629714590	Harm assessment	2	14	20	3911	15/10/14 14:16	34	safety	negative	Harm_assessment
629714590	Short-term health concerns	2	11	23	1660	15/10/14 14:16	34	safety	negative	Short-term_health_concerns
629714590	Long-term effects on serotonin and dopamine	2	12	22	9081	15/10/14 14:16	34	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
629714590	Adverse effects	1	6	28	5756	15/10/14 14:16	34	effects	negative	Adverse_effects
629714590	After-effects	2	7	27	2093	15/10/14 14:16	34	effects	neutral	After-effects
629714590	Hormonal and in pregnancy	2	8	26	1026	15/10/14 14:16	34	effects	negative	Hormonal_and_in_pregnancy
629714590	Chronic use and addiction	2	10	24	3326	15/10/14 14:16	34	effects	negative	Chronic_use_and_addiction
629714590	Medical	2	2	32	351	15/10/14 14:16	34	uses	positive	Medical
629824444	Subjective effects	3	5	23	1831	16/10/14 07:56	28	effects	neutral	Subjective_effects
629824444	Overdose	1	9	19	6646	16/10/14 07:56	28	effects	negative	Overdose
629824444	Harm assessment	2	13	15	3911	16/10/14 07:56	28	safety	negative	Harm_assessment
629824444	Short-term health concerns	2	11	17	1660	16/10/14 07:56	28	safety	negative	Short-term_health_concerns
629824444	Adverse effects	1	6	22	5792	16/10/14 07:56	28	effects	negative	Adverse_effects
629824444	After-effects	2	7	21	2093	16/10/14 07:56	28	effects	neutral	After-effects
629824444	Hormonal and in pregnancy	2	8	20	1025	16/10/14 07:56	28	effects	negative	Hormonal_and_in_pregnancy
629824444	Chronic use and addiction	2	10	18	3326	16/10/14 07:56	28	effects	negative	Chronic_use_and_addiction
629824444	Medical	2	2	26	351	16/10/14 07:56	28	uses	positive	Medical
629845391	Subjective effects	2	4	29	1829	16/10/14 12:48	33	effects	neutral	Subjective_effects
629845391	Medical use	1	1	32	353	16/10/14 12:48	33	uses	positive	Medical_use
629845391	Overdose	2	7	26	6595	16/10/14 12:48	33	effects	negative	Overdose
629845391	Harm assessment	2	12	21	3911	16/10/14 12:48	33	safety	negative	Harm_assessment
629845391	Short-term health concerns	2	9	24	1660	16/10/14 12:48	33	safety	negative	Short-term_health_concerns
629845391	Long-term effects on serotonin and dopamine	2	10	23	9081	16/10/14 12:48	33	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
629845391	Adverse effects	1	5	28	5169	16/10/14 12:48	33	effects	negative	Adverse_effects
629845391	After-effects	2	6	27	2093	16/10/14 12:48	33	effects	neutral	After-effects
629845391	Hormonal and in pregnancy	2	14	19	1026	16/10/14 12:48	33	effects	negative	Hormonal_and_in_pregnancy
629845391	Chronic use and addiction	2	8	25	3297	16/10/14 12:48	33	effects	negative	Chronic_use_and_addiction
629847994	Subjective effects	3	5	23	1831	16/10/14 13:18	28	effects	neutral	Subjective_effects
629847994	Overdose	1	9	19	6646	16/10/14 13:18	28	effects	negative	Overdose
629847994	Harm assessment	2	13	15	3911	16/10/14 13:18	28	safety	negative	Harm_assessment
629847994	Short-term health concerns	2	11	17	1660	16/10/14 13:18	28	safety	negative	Short-term_health_concerns
629847994	Adverse effects	1	6	22	5792	16/10/14 13:18	28	effects	negative	Adverse_effects
629847994	After-effects	2	7	21	2093	16/10/14 13:18	28	effects	neutral	After-effects
629847994	Hormonal and in pregnancy	2	8	20	1025	16/10/14 13:18	28	effects	negative	Hormonal_and_in_pregnancy
629847994	Chronic use and addiction	2	10	18	3326	16/10/14 13:18	28	effects	negative	Chronic_use_and_addiction
629847994	Medical	2	2	26	351	16/10/14 13:18	28	uses	positive	Medical
629859725	Subjective effects	3	5	22	1831	16/10/14 15:09	27	effects	neutral	Subjective_effects
629859725	Overdose	1	9	18	6646	16/10/14 15:09	27	effects	negative	Overdose
629859725	Harm assessment	2	12	15	3911	16/10/14 15:09	27	safety	negative	Harm_assessment
629859725	Adverse effects	1	6	21	7936	16/10/14 15:09	27	effects	negative	Adverse_effects
629859725	After-effects	2	8	19	2990	16/10/14 15:09	27	effects	neutral	After-effects
629859725	Chronic use and addiction	2	10	17	3910	16/10/14 15:09	27	effects	negative	Chronic_use_and_addiction
629859725	Medical	2	2	25	351	16/10/14 15:09	27	uses	positive	Medical
629859725	Immediate effects	2	7	20	36	16/10/14 15:09	27	effects	neutral	Immediate_effects
630020170	Overdose	1	10	17	5544	17/10/14 19:42	27	effects	negative	Overdose
630020170	Harm assessment	2	19	8	1832	17/10/14 19:42	27	safety	negative	Harm_assessment
630020170	Adverse effects	1	7	20	3533	17/10/14 19:42	27	effects	negative	Adverse_effects
630020170	After-effects	2	9	18	1485	17/10/14 19:42	27	effects	neutral	After-effects
630020170	Chronic use and addiction	2	11	16	3910	17/10/14 19:42	27	effects	negative	Chronic_use_and_addiction
630020170	Medical	2	2	25	372	17/10/14 19:42	27	uses	positive	Medical
630020170	Immediate effects	2	8	19	3382	17/10/14 19:42	27	effects	neutral	Immediate_effects
630020170	Recreational effects	3	6	21	1138	17/10/14 19:42	27	effects	positive	Recreational_effects
635414408	Overdose	1	7	16	4383	25/11/14 19:15	23	effects	negative	Overdose
635414408	Harm assessment	2	16	7	1830	25/11/14 19:15	23	safety	negative	Harm_assessment
635414408	Adverse effects	1	4	19	5492	25/11/14 19:15	23	effects	negative	Adverse_effects
635414408	After-effects	2	6	17	1584	25/11/14 19:15	23	effects	neutral	After-effects
635414408	Chronic use and addiction	2	8	15	4320	25/11/14 19:15	23	effects	negative	Chronic_use_and_addiction
635414408	Immediate effects	2	5	18	3325	25/11/14 19:15	23	effects	neutral	Immediate_effects
635414408	Recreational effects	2	2	21	1544	25/11/14 19:15	23	effects	positive	Recreational_effects
635414760	Overdose	1	10	16	4383	25/11/14 19:18	26	effects	negative	Overdose
635414760	Harm assessment	2	19	7	1830	25/11/14 19:18	26	safety	negative	Harm_assessment
635414760	Adverse effects	1	7	19	5492	25/11/14 19:18	26	effects	negative	Adverse_effects
635414760	After-effects	2	9	17	1584	25/11/14 19:18	26	effects	neutral	After-effects
635414760	Chronic use and addiction	2	11	15	4320	25/11/14 19:18	26	effects	negative	Chronic_use_and_addiction
635414760	Medical	2	2	24	372	25/11/14 19:18	26	uses	positive	Medical
635414760	Immediate effects	2	8	18	3325	25/11/14 19:18	26	effects	neutral	Immediate_effects
635414760	Recreational effects	3	5	21	1544	25/11/14 19:18	26	effects	positive	Recreational_effects
640304798	Overdose	1	11	16	4383	30/12/14 23:20	27	effects	negative	Overdose
640304798	Harm assessment	2	20	7	1830	30/12/14 23:20	27	safety	negative	Harm_assessment
640304798	Adverse effects	1	8	19	5492	30/12/14 23:20	27	effects	negative	Adverse_effects
640304798	After-effects	2	10	17	1584	30/12/14 23:20	27	effects	neutral	After-effects
640304798	Chronic use and addiction	2	12	15	4308	30/12/14 23:20	27	effects	negative	Chronic_use_and_addiction
640304798	Medical	2	2	25	372	30/12/14 23:20	27	uses	positive	Medical
640304798	Immediate effects	2	9	18	3241	30/12/14 23:20	27	effects	neutral	Immediate_effects
640304798	Recreational effects	3	6	21	1544	30/12/14 23:20	27	effects	positive	Recreational_effects
640304798	Underground therapy	3	4	23	388	30/12/14 23:20	27	uses	positive	Underground_therapy
640927452	Therapeutic use	2	22	11	3330	04/01/15 10:22	33	uses	positive	Therapeutic_use
640927452	Overdose	1	10	23	4383	04/01/15 10:22	33	effects	negative	Overdose
640927452	Harm assessment	2	26	7	578	04/01/15 10:22	33	safety	negative	Harm_assessment
640927452	Adverse effects	1	7	26	5954	04/01/15 10:22	33	effects	negative	Adverse_effects
640927452	After-effects	2	9	24	1584	04/01/15 10:22	33	effects	neutral	After-effects
640927452	Chronic use and addiction	1	11	22	4306	04/01/15 10:22	33	effects	negative	Chronic_use_and_addiction
640927452	Medical	2	2	31	372	04/01/15 10:22	33	uses	positive	Medical
640927452	Immediate effects	2	8	25	3241	04/01/15 10:22	33	effects	neutral	Immediate_effects
640927452	Recreational effects	3	5	28	1544	04/01/15 10:22	33	effects	positive	Recreational_effects
640927452	Underground therapy	2	25	8	409	04/01/15 10:22	33	uses	positive	Underground_therapy
640980316	Overdose	1	10	23	4383	04/01/15 19:29	33	effects	negative	Overdose
640980316	Harm assessment	2	26	7	578	04/01/15 19:29	33	safety	negative	Harm_assessment
640980316	Adverse effects	1	7	26	5954	04/01/15 19:29	33	effects	negative	Adverse_effects
640980316	After-effects	2	9	24	1584	04/01/15 19:29	33	effects	neutral	After-effects
640980316	Chronic use and addiction	1	11	22	4306	04/01/15 19:29	33	effects	negative	Chronic_use_and_addiction
640980316	Medical	2	2	31	372	04/01/15 19:29	33	uses	positive	Medical
640980316	Immediate effects	2	8	25	3240	04/01/15 19:29	33	effects	neutral	Immediate_effects
640980316	Recreational effects	3	5	28	1544	04/01/15 19:29	33	effects	positive	Recreational_effects
640980316	Underground therapy	2	25	8	409	04/01/15 19:29	33	uses	positive	Underground_therapy
640980399	Therapeutic use	2	22	11	3330	04/01/15 19:30	33	uses	positive	Therapeutic_use
640980399	Overdose	1	10	23	4383	04/01/15 19:30	33	effects	negative	Overdose
640980399	Harm assessment	2	26	7	578	04/01/15 19:30	33	safety	negative	Harm_assessment
640980399	Adverse effects	1	7	26	5954	04/01/15 19:30	33	effects	negative	Adverse_effects
640980399	After-effects	2	9	24	1584	04/01/15 19:30	33	effects	neutral	After-effects
640980399	Chronic use and addiction	1	11	22	4306	04/01/15 19:30	33	effects	negative	Chronic_use_and_addiction
640980399	Medical	2	2	31	372	04/01/15 19:30	33	uses	positive	Medical
640980399	Immediate effects	2	8	25	3240	04/01/15 19:30	33	effects	neutral	Immediate_effects
640980399	Recreational effects	3	5	28	1544	04/01/15 19:30	33	effects	positive	Recreational_effects
640980399	Underground therapy	2	25	8	409	04/01/15 19:30	33	uses	positive	Underground_therapy
640980658	Overdose	1	10	23	4383	04/01/15 19:32	33	effects	negative	Overdose
640980658	Harm assessment	2	26	7	578	04/01/15 19:32	33	safety	negative	Harm_assessment
640980658	Adverse effects	1	7	26	5954	04/01/15 19:32	33	effects	negative	Adverse_effects
640980658	After-effects	2	9	24	1584	04/01/15 19:32	33	effects	neutral	After-effects
640980658	Chronic use and addiction	1	11	22	4306	04/01/15 19:32	33	effects	negative	Chronic_use_and_addiction
640980658	Medical	2	2	31	372	04/01/15 19:32	33	uses	positive	Medical
640980658	Immediate effects	2	8	25	3240	04/01/15 19:32	33	effects	neutral	Immediate_effects
640980658	Recreational effects	3	5	28	1544	04/01/15 19:32	33	effects	positive	Recreational_effects
640980658	Underground therapy	2	25	8	409	04/01/15 19:32	33	uses	positive	Underground_therapy
643319391	Effects	1	1	33	1532	20/01/15 04:46	34	effects	neutral	Effects
643319391	Overdose	1	10	24	4383	20/01/15 04:46	34	effects	negative	Overdose
643319391	Harm assessment	2	28	6	578	20/01/15 04:46	34	safety	negative	Harm_assessment
643319391	Adverse effects	1	7	27	5990	20/01/15 04:46	34	effects	negative	Adverse_effects
643319391	After-effects	2	9	25	1584	20/01/15 04:46	34	effects	neutral	After-effects
643319391	Chronic use and addiction	1	11	23	4306	20/01/15 04:46	34	effects	negative	Chronic_use_and_addiction
643319391	Medical	2	3	31	372	20/01/15 04:46	34	uses	positive	Medical
643319391	Immediate effects	2	8	26	3240	20/01/15 04:46	34	effects	neutral	Immediate_effects
643319391	Underground therapy	2	27	7	409	20/01/15 04:46	34	uses	positive	Underground_therapy
645013543	Effects	1	1	32	1532	31/01/15 17:16	33	effects	neutral	Effects
645013543	Overdose	1	10	23	4383	31/01/15 17:16	33	effects	negative	Overdose
645013543	Harm assessment	2	27	6	578	31/01/15 17:16	33	safety	negative	Harm_assessment
645013543	Adverse effects	1	7	26	5990	31/01/15 17:16	33	effects	negative	Adverse_effects
